Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude,Recomendacao_Racao_IA
Chihuahua,Fêmea,5.0,25.4,Grande,Ativo,Caseira,Special,3.22,Sim,Não,12.0,1.0,2.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,9.0,23.13,Médio,Baixo,Caseira,Special,4.83,Não,Não,13.0,1.0,0.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,4.0,22.23,Médio,Ativo,Especial,Royal Canin,3.22,Não,Não,12.0,2.0,2.0,716.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,13.0,34.02,Grande,Baixo,Caseira,Special,1.61,Sim,Não,9.0,1.0,3.0,986.05,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,12.0,24.49,Médio,Moderado,Especial,Blue Buffalo,4.83,Não,Não,11.0,2.0,4.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,2.0,12.7,Médio,Muito Ativo,Especial,Iams,4.83,Sim,Não,11.0,1.0,1.0,470.92,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,1.0,19.5,Médio,Baixo,Caseira,Special,6.44,Não,Não,9.0,2.0,1.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,8.0,34.93,Grande,Ativo,Úmida,Nutro,3.22,Sim,Não,12.0,1.0,3.0,1005.77,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,10.0,13.61,Médio,Moderado,Ração Seca,Nutro,3.22,Sim,Não,10.0,2.0,1.0,496.01,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Poodle,Fêmea,11.0,27.22,Grande,Ativo,Caseira,Special,4.83,Não,Não,11.0,2.0,4.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,9.0,18.6,Médio,Ativo,Especial,Hill's Science,6.44,Não,Não,8.0,2.0,0.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,4.0,27.22,Grande,Moderado,Úmida,Blue Buffalo,4.83,Sim,Não,14.0,3.0,1.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,8.0,22.23,Médio,Moderado,Caseira,Special,4.83,Não,Não,9.0,0.0,3.0,716.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,10.0,23.59,Médio,Baixo,Úmida,Blue Buffalo,1.61,Sim,Não,12.0,3.0,1.0,749.28,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Beagle,Macho,2.0,22.68,Médio,Moderado,Especial,Special,3.22,Sim,Não,13.0,2.0,2.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,2.0,17.24,Médio,Ativo,Caseira,Special,8.05,Sim,Não,11.0,3.0,2.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,1.0,15.42,Médio,Ativo,Úmida,Hill's Science,8.05,Sim,Não,9.0,3.0,1.0,544.7,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Labrador Retriever,Fêmea,3.0,8.16,Pequeno,Moderado,Especial,Pedigree,6.44,Não,Não,11.0,2.0,3.0,337.96,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Labrador Retriever,Fêmea,3.0,22.68,Médio,Ativo,Úmida,Hill's Science,6.44,Não,Não,10.0,2.0,0.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,6.0,25.4,Grande,Moderado,Ração Seca,Pedigree,6.44,Sim,Não,8.0,2.0,3.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,11.0,23.13,Médio,Muito Ativo,Especial,Royal Canin,4.83,Não,Sim,14.0,2.0,0.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,13.0,19.5,Médio,Moderado,Especial,Pedigree,4.83,Sim,Não,10.0,3.0,4.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,10.0,15.42,Médio,Moderado,Ração Seca,Nutro,8.05,Não,Não,11.0,0.0,3.0,544.7,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,11.0,13.61,Médio,Ativo,Caseira,Special,8.05,Não,Não,11.0,1.0,1.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Macho,12.0,28.58,Grande,Baixo,Úmida,Blue Buffalo,4.83,Sim,Não,11.0,1.0,0.0,865.26,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Golden Retriever,Fêmea,1.0,23.13,Médio,Muito Ativo,Caseira,Special,0.0,Sim,Não,12.0,2.0,1.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,12.0,26.76,Grande,Muito Ativo,Ração Seca,Blue Buffalo,3.22,Não,Não,12.0,2.0,3.0,823.59,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,5.0,29.48,Grande,Ativo,Ração Seca,Nutro,4.83,Sim,Não,13.0,1.0,1.0,885.61,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,6.0,19.96,Médio,Muito Ativo,Caseira,Special,1.61,Não,Não,12.0,3.0,1.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,2.0,27.67,Grande,Ativo,Especial,Royal Canin,6.44,Não,Não,12.0,1.0,2.0,844.51,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,7.0,28.12,Grande,Baixo,Ração Seca,Nutro,3.22,Sim,Não,11.0,0.0,0.0,854.79,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Yorkshire Terrier,Fêmea,2.0,24.49,Médio,Muito Ativo,Úmida,Nutro,4.83,Não,Não,12.0,1.0,1.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Fêmea,12.0,24.95,Médio,Ativo,Úmida,Iams,0.0,Não,Não,12.0,0.0,0.0,781.45,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Golden Retriever,Macho,7.0,18.14,Médio,Moderado,Úmida,Wellness,1.61,Sim,Não,11.0,2.0,0.0,615.28,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Poodle,Fêmea,3.0,7.71,Pequeno,Muito Ativo,Caseira,Special,1.61,Sim,Não,11.0,0.0,1.0,323.88,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Yorkshire Terrier,Macho,11.0,15.88,Médio,Ativo,Caseira,Special,1.61,Sim,Sim,9.0,1.0,2.0,556.85,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,9.0,21.77,Médio,Muito Ativo,Especial,Purina,0.0,Não,Não,11.0,2.0,1.0,705.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Fêmea,9.0,23.13,Médio,Ativo,Especial,Iams,4.83,Não,Não,13.0,2.0,3.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Fêmea,2.0,20.87,Médio,Ativo,Caseira,Special,1.61,Sim,Não,8.0,1.0,0.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,9.0,20.87,Médio,Baixo,Ração Seca,Pedigree,1.61,Não,Sim,11.0,2.0,1.0,683.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,7.0,29.03,Grande,Ativo,Ração Seca,Wellness,8.05,Sim,Não,8.0,1.0,3.0,875.45,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Dachshund,Fêmea,13.0,22.23,Médio,Ativo,Caseira,Special,0.0,Não,Não,13.0,2.0,0.0,716.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,7.0,12.7,Médio,Ativo,Úmida,Purina,9.66,Sim,Não,11.0,1.0,1.0,470.92,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Macho,11.0,31.3,Grande,Muito Ativo,Caseira,Special,4.83,Não,Não,11.0,1.0,0.0,926.31,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,1.0,24.04,Médio,Moderado,Caseira,Special,4.83,Não,Não,10.0,1.0,0.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,13.0,28.12,Grande,Baixo,Caseira,Special,3.22,Sim,Não,11.0,0.0,1.0,854.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,4.0,15.88,Médio,Ativo,Especial,Wellness,1.61,Sim,Não,11.0,2.0,0.0,556.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,11.0,34.93,Grande,Baixo,Ração Seca,Iams,6.44,Não,Não,11.0,2.0,1.0,1005.77,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Dachshund,Macho,4.0,19.5,Médio,Moderado,Úmida,Purina,3.22,Sim,Não,12.0,1.0,4.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,9.0,21.77,Médio,Muito Ativo,Caseira,Special,3.22,Sim,Não,10.0,1.0,1.0,705.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,12.0,16.78,Médio,Baixo,Caseira,Special,1.61,Sim,Não,12.0,1.0,2.0,580.35,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Doberman,Macho,2.0,29.48,Grande,Ativo,Ração Seca,Pedigree,3.22,Não,Não,9.0,1.0,2.0,885.61,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,7.0,24.04,Médio,Moderado,Caseira,Special,3.22,Sim,Não,11.0,2.0,3.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,9.0,20.87,Médio,Ativo,Úmida,Wellness,6.44,Não,Não,11.0,2.0,0.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,12.0,28.58,Grande,Muito Ativo,Caseira,Special,4.83,Não,Não,14.0,2.0,1.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,8.0,15.88,Médio,Baixo,Úmida,Nutro,1.61,Sim,Não,12.0,2.0,3.0,556.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,10.0,19.05,Médio,Muito Ativo,Úmida,Special,8.05,Sim,Não,12.0,2.0,2.0,638.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,2.0,35.38,Grande,Muito Ativo,Especial,Blue Buffalo,3.22,Não,Não,9.0,2.0,2.0,1015.47,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,5.0,23.13,Médio,Ativo,Ração Seca,Royal Canin,8.05,Sim,Não,9.0,1.0,0.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,3.0,22.68,Médio,Baixo,Ração Seca,Blue Buffalo,4.83,Sim,Sim,9.0,3.0,1.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Labrador Retriever,Fêmea,8.0,22.68,Médio,Ativo,Caseira,Special,1.61,Sim,Não,12.0,3.0,1.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,2.0,16.33,Médio,Moderado,Ração Seca,Royal Canin,3.22,Não,Não,11.0,1.0,1.0,568.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Macho,10.0,24.04,Médio,Ativo,Ração Seca,Royal Canin,3.22,Não,Não,12.0,2.0,1.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,12.0,20.87,Médio,Ativo,Úmida,Wellness,3.22,Sim,Não,12.0,1.0,1.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,5.0,17.69,Médio,Muito Ativo,Ração Seca,Royal Canin,4.83,Não,Não,11.0,1.0,0.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,4.0,24.95,Médio,Ativo,Úmida,Blue Buffalo,4.83,Não,Sim,11.0,2.0,0.0,781.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Fêmea,5.0,13.15,Médio,Moderado,Úmida,Wellness,3.22,Não,Não,9.0,0.0,1.0,483.38,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,11.0,21.77,Médio,Baixo,Ração Seca,Wellness,6.44,Sim,Não,12.0,1.0,3.0,705.49,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Labrador Retriever,Macho,4.0,12.7,Médio,Ativo,Úmida,Purina,4.83,Sim,Não,9.0,0.0,0.0,470.92,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,10.0,29.03,Grande,Muito Ativo,Ração Seca,Royal Canin,1.61,Sim,Não,11.0,2.0,3.0,875.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,11.0,30.39,Grande,Ativo,Úmida,Special,0.0,Não,Não,11.0,0.0,4.0,906.04,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,6.0,23.13,Médio,Moderado,Caseira,Special,8.05,Sim,Não,11.0,2.0,0.0,738.29,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Rottweiler,Macho,7.0,35.38,Grande,Ativo,Caseira,Special,1.61,Sim,Não,11.0,3.0,0.0,1015.47,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,6.0,24.95,Médio,Moderado,Caseira,Special,6.44,Não,Não,11.0,2.0,1.0,781.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Macho,13.0,19.5,Médio,Ativo,Caseira,Special,6.44,Não,Não,12.0,2.0,1.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,6.0,26.31,Grande,Ativo,Ração Seca,Purina,1.61,Não,Não,11.0,1.0,1.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Fêmea,9.0,25.85,Grande,Ativo,Caseira,Special,0.0,Não,Não,11.0,0.0,1.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,5.0,19.5,Médio,Baixo,Úmida,Nutro,3.22,Não,Sim,13.0,2.0,0.0,649.57,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Australian Shepherd,Macho,1.0,13.61,Médio,Muito Ativo,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,5.0,22.68,Médio,Muito Ativo,Ração Seca,Purina,3.22,Sim,Não,12.0,1.0,2.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,10.0,34.93,Grande,Ativo,Ração Seca,Royal Canin,3.22,Não,Sim,8.0,2.0,1.0,1005.77,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Yorkshire Terrier,Fêmea,12.0,20.87,Médio,Baixo,Ração Seca,Iams,3.22,Sim,Não,10.0,1.0,4.0,683.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Beagle,Macho,7.0,14.51,Médio,Muito Ativo,Caseira,Special,6.44,Não,Sim,12.0,2.0,3.0,520.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,4.0,24.95,Médio,Ativo,Úmida,Blue Buffalo,4.83,Sim,Não,10.0,2.0,3.0,781.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
